Headline,Body ID,Stance,Class
$YUM Serving Up #Marijuana & Fried Chicken,1973,agree,1
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1589,agree,1
James Foley remembered as 'brave and tireless' journalist,206,agree,1
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1569,agree,1
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2139,agree,1
Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,1698,agree,1
Rats are still running around at Vogue,2498,agree,1
ISIS Beheads American Journalist,2067,agree,1
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",550,agree,1
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1087,agree,1
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,924,agree,1
Met police denies reports of Banksy arrest,1940,agree,1
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,348,agree,1
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2398,agree,1
Man chops off own penis after being dumped by his girlfriend,2496,agree,1
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2031,agree,1
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1820,agree,1
"Hostage David Haines' Murder 'Evil', PM Says",2348,agree,1
Rat problem worsens at One World Trade Center offices of Conde Nast,2498,agree,1
"Jihadi John named as Mohammed Emwazi, from west London",2349,agree,1
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2269,agree,1
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",1884,agree,1
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,2052,agree,1
Female teacher facing sack after making SEX TAPE with teenager,285,agree,1
God Is A Woman – Resurrected Father Narated,1407,agree,1
"Tropical spider burrows under man's skin, lives there for three days",1860,agree,1
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,636,agree,1
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1226,agree,1
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1582,agree,1
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1673,agree,1
Macaulay Culkin dead: The death hoax is once again on the child actor,2341,agree,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1890,agree,1
Macaulay Culkin Victim of Another Online Death Hoax,759,agree,1
Another American hostage at risk by Islamic state,2450,agree,1
"Dead for 48 minutes, this Catholic Priest claims God is female",2515,agree,1
Judd Nelson isn't dead; report is a hoax,303,agree,1
God is a woman- Priest who died for 48 minutes claims,1849,agree,1
"Meteorite makes big crater in Nicaragua, government says",1731,agree,1
Bali spider burrows under Aussie’s chest,1502,agree,1
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,2375,agree,1
Homeland Security says terrorists haven't crossed U.S-Mexico border,1764,agree,1
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1949,agree,1
"Bosnia: Seven underage girls return from five day school trip, pregnant",2170,agree,1
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1885,agree,1
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2524,agree,1
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",1852,agree,1
Vice squad’s $1m win lights up Las Vegas,1682,agree,1
Cameron vows to hunt down IS 'monsters' after Haines murder,2206,agree,1
Tiger Woods Is Selling His Private Island For $7.1 Million,1212,agree,1
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1357,agree,1
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,1453,agree,1
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,2474,agree,1
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",2444,agree,1
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1897,agree,1
Founding Fathers-Era Time Capsule Found in Boston,2288,agree,1
"Don't forget to tip...especially if you spend $300,000",1239,agree,1
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",431,agree,1
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,2314,agree,1
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",1623,agree,1
Nasa’s ‘six days of total darkness in December 2014’ is a hoax,2521,agree,1
Macaulay Culkin Victim of Another Online Death Hoax,2341,agree,1
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,2525,agree,1
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1981,agree,1
Texas Truck Winds Up in Syria With Islamic Militants,1906,agree,1
SEE IT: California homeless man uses $100 gift to give food to others,1020,agree,1
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,2051,agree,1
"Bosnia: Seven underage girls return from five day school trip, pregnant",2504,agree,1
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1966,agree,1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1913,agree,1
BREAKING: ISIS Beheads American Journalist James Wright Foley,1966,agree,1
"No, Banksy has not been arrested (sigh)",949,agree,1
KFC Locations In Colorado To Begin Selling Marijuana,1973,agree,1
Vigilantes cut off alleged rapist's penis,805,agree,1
Setting the record straight on tor,2177,agree,1
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",592,agree,1
Texas plumber's truck on front line of Syria war,1950,agree,1
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1569,agree,1
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1480,agree,1
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,919,agree,1
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1752,agree,1
Who Should Play Steve Jobs Now That Christian Bale Quit?,852,agree,1
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1056,agree,1
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,2217,agree,1
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2067,agree,1
Homeland Security: No ISIL fighters on U.S. border,2249,agree,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,804,agree,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,305,agree,1
Christian Bale won't play Steve Jobs,2211,agree,1
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,2171,agree,1
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2180,agree,1
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,2171,agree,1
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1070,agree,1
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1884,agree,1
Dog found abandoned outside railway station with suitcase of his belongings,1214,agree,1
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1008,agree,1
"It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys",1623,agree,1
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,2196,agree,1
Student accidentally sets college on fire during fireworks proposal,1876,agree,1
Pope Francis turns out not to have made pets in heaven comment,1832,agree,1
Indian civil servant sacked 'after 24-year sickie',932,agree,1
Seven teenage girls get pregnant on school trip,204,agree,1
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",2347,agree,1
The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,1728,agree,1
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,2005,agree,1
KC hospital: Patient does not have symptom profile of Ebola,2501,agree,1
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1268,agree,1
Met police denies reports of Banksy arrest,900,agree,1
Video: Marine saved by helmet after Taliban sniper attack,1481,agree,1
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,516,agree,1
State House time capsule from 1795 unearthed,1049,agree,1
Video: Marine survives Taliban sniper headshot thanks to helmet,1734,agree,1
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1319,agree,1
Lego letter to parents in 1974 on gender equality still resonates 40 years on,2171,agree,1
Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,1847,agree,1
Zack Snyder Responds to Fake Stolen Batmobile Report,2135,agree,1
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1996,agree,1
China: Satirical site warns citizens over name choices,2260,agree,1
British hostage David Haines beheaded by Islamic State terrorists,2102,agree,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1638,agree,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1589,agree,1
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1880,agree,1
Spurned wife leaves cheating husband and twin naked in busy car park,1852,agree,1
Comcast blocks Tor,1359,agree,1
New iOS 8 bug can delete all of your iCloud documents,2423,agree,1
Christian Bale Is Steve Jobs,945,agree,1
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1478,agree,1
"Despite no Ebola case in Kansas City, the rumor goes viral",2501,agree,1
Man who skipped work for 24 years is finally fired,2134,agree,1
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1933,agree,1
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2385,agree,1
Mum Offers to Sell Twin Boy to Save Twin Girl,1698,agree,1
Cold Turkey,1597,agree,1
Bali spider burrows under Aussie’s chest,818,agree,1
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1588,agree,1
Meteorite leaves crater in Nicaraguan capital Managua,1913,agree,1
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",2347,agree,1
God Is A Woman – Resurrected Father Narated,2240,agree,1
Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,247,agree,1
"Managua explosion not a meteorite, NASA suggests",2475,agree,1
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1981,agree,1
Priest who died for 48 minutes says he met God and she’s a woman,1014,agree,1
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2504,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2016,agree,1
The baby from Teletubbies reveals herself,2227,agree,1
Her Majesty’s magic mushrooms,2478,agree,1
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,1859,agree,1
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1079,agree,1
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,1805,agree,1
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",2213,agree,1
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",691,agree,1
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1190,agree,1
"No, that broken pencil illustration isn't by Banksy",2070,agree,1
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1374,agree,1
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2165,agree,1
Jordan’s King Abdullah Did Not Personally Fly Airstrikes On ISIS,2274,agree,1
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1331,agree,1
Government fires employee who skipped work for 24 years,2441,agree,1
Christian Bale Exits Steve Jobs Movie (Exclusive),852,agree,1
The Chinese Guide to Avoiding a Bad English Name,1660,agree,1
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1247,agree,1
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2336,agree,1
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,454,agree,1
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,2288,agree,1
"Web Portal publishes death of ""Dog Whisperer""",1929,agree,1
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,612,agree,1
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2263,agree,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",961,agree,1
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",2502,agree,1
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1029,agree,1
Sugarhill Gang rapper Big Bank Hank dead at 57,2398,agree,1
Rat problem worsens at One World Trade Center offices of Conde Nast,2064,agree,1
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1197,agree,1
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2468,agree,1
Banksy arrest hoax: US website claims street artist caught in Watford,1884,agree,1
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,504,agree,1
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2347,agree,1
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,805,agree,1
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,1805,agree,1
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2370,agree,1
James Foley remembered as 'brave and tireless' journalist,1471,agree,1
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2362,agree,1
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2067,agree,1
Comcast Says You Can Keep Your Tor,2177,agree,1
Bali spider burrows under Aussie’s chest,1638,agree,1
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,2005,agree,1
Homeland Security says terrorists haven't crossed U.S-Mexico border,2016,agree,1
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1860,agree,1
Cheese addiction breaks Kim Jong-un's ankles,2053,agree,1
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1515,agree,1
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1849,agree,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,729,agree,1
Chugging eggnog at office party lands man in hospital,667,agree,1
Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats,529,agree,1
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",2354,agree,1
Dog abandoned at Scotland train station with suitcase,1544,agree,1
Islamic State using 'SCORPION bombs' to terrorise victims,1474,agree,1
Tiger Woods Is Selling His Private Island For $7.1 Million,2444,agree,1
Missing Mexican students 'not found in mass grave',1427,agree,1
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,2024,agree,1
Predator drones being flown over Isil's Syrian 'capital',1740,agree,1
Fence-jumper got farther into White House,1017,agree,1
Dog abandoned at Ayr station with belongings in suitcase,1214,agree,1
Man who SLAPS people if they sneeze in public being hunted by police,1839,agree,1
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",1925,agree,1
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,585,agree,1
Would-be rapist has penis severed by angry mob,2115,agree,1
Founding Fathers-Era Time Capsule Found in Boston,1049,agree,1
NASA: Viral news on days of darkness in December is hoax,506,agree,1
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2005,agree,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,818,agree,1
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,1208,agree,1
Macaulay Culkin Victim of Another Online Death Hoax,1559,agree,1
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2386,agree,1
KC Man Does Not Have Ebola,2127,agree,1
"Meteorite makes big crater in Nicaragua, government says",9,agree,1
GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,1799,agree,1
Constipated goldfish operated on by North Walsham vet,1364,agree,1
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,598,agree,1
Saudi cleric condemns snowmen as anti-Islamic,2456,agree,1
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1950,agree,1
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,2208,agree,1
Vigilantes cut off alleged rapist's penis,86,agree,1
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',2037,agree,1
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,1647,agree,1
More American Weapons for ISIS,1597,agree,1
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2246,agree,1
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,2286,agree,1
Tiger Woods' luxe Viking island in Sweden is for sale,2444,agree,1
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,2263,agree,1
"Ann Arbor pizza delivery driver surprised with $2,000 tip",355,agree,1
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2502,agree,1
Detroit Police Issue Statement That The Batmobile Is Safe,1528,agree,1
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1803,agree,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1559,agree,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,1481,agree,1
Speeding Up ‘Seinfeld’ For Younger Viewers,1221,agree,1
Spider burrowed through tourist's stomach and up into his chest,1502,agree,1
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,506,agree,1
ISIL Beheads American Photojournalist in Iraq,419,agree,1
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1374,agree,1
Airport worker strips naked at Russian airport,1733,agree,1
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,804,agree,1
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,2354,agree,1
Indian civil servant sacked 'after 24-year sickie',2134,agree,1
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",1539,agree,1
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1569,agree,1
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2060,agree,1
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1984,agree,1
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",2330,agree,1
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1968,agree,1
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1292,agree,1
Texas plumber baffled after truck ends up in the hands of Syrian rebels,2145,agree,1
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",738,agree,1
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,805,agree,1
China: Satirical site warns citizens over name choices,674,agree,1
British hostage David Haines beheaded by Islamic State terrorists,2348,agree,1
Eggnog-chugging contest leads to hospital stay,741,agree,1
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",2519,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",391,agree,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1471,agree,1
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2385,agree,1
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1797,agree,1
Video shows ISIL beheading of photojournalist James Foley,726,agree,1
"A message from Jim's mom, Diane Foley:",2067,agree,1
"McDonald’s Removing Big Mac? Nope, ‘Apple Pies And Eliminating Large Size Options’ Article is Fake",1777,agree,1
Christian Bale Is Steve Jobs,1215,agree,1
Man who skipped work for 24 years is finally fired,932,agree,1
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',2345,agree,1
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2453,agree,1
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,385,agree,1
"Video showing American journalist beheaded believed real, officials and family say",2386,agree,1
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1547,agree,1
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,2459,agree,1
Soldier shot at War Memorial; multiple shots fired in Parliament,2281,agree,1
Pumpkin Spice condoms? Don't fall for this hoax.,2252,agree,1
"Batmobile stolen in Detroit? Good one, joker!",672,agree,1
Mexico prosecutor: Students not in 1st mass graves,1795,agree,1
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,2375,agree,1
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1925,agree,1
'Jihadi John' named as Mohammed Emwazi from London,2349,agree,1
Breaking: Soldier shot at National War Memorial in Ottawa,1539,agree,1
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,2163,agree,1
SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos],2005,agree,1
Meet the X-BOY: Electric shock turns kid into MAGNETO,2215,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1764,agree,1
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2249,agree,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1966,agree,1
Give a homeless man $100 and see what he does with it [Video],2305,agree,1
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1804,agree,1
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",2035,agree,1
"No, that broken pencil illustration isn't by Banksy",1532,agree,1
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1219,agree,1
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,398,agree,1
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2296,agree,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2450,agree,1
Son Pays Off His Parents’ Mortgage for Christmas,1535,agree,1
Government fires employee who skipped work for 24 years,1162,agree,1
God is a woman- Priest who died for 48 minutes claims,1407,agree,1
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1900,agree,1
Pentagon: ISIS Got U.S. Weapons Package,781,agree,1
"Nun gives birth, intends to keep baby",2492,agree,1
Apple Watch’s Power Reserve feature combats short battery life,1420,agree,1
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2139,agree,1
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1569,agree,1
Mohammed Islam Denies Making $72 Million From Stock Market Trading,2052,agree,1
The pumpkin spice condom is not happening,1833,agree,1
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",1752,agree,1
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1099,agree,1
Comcast calls rumor that it disconnects Tor users “wildly inaccurate”,2178,agree,1
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",179,agree,1
Graffiti Artist Banksy Arrested In London; Identity Revealed,974,agree,1
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",218,agree,1
Banksy arrest hoax: US website claims street artist caught in Watford,2468,agree,1
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1171,agree,1
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2524,agree,1
Dog Found Abandoned With Suitcase Filled With His Belongings,2523,agree,1
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1789,agree,1
1901 Boston time capsule yields small red book,1273,agree,1
Homeless man receives $100... then shocks everyone with how he spends it,760,agree,1
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1521,agree,1
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,1734,agree,1
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1925,agree,1
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1027,agree,1
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1673,agree,1
WHO says reports of suspected Ebola cases in Iraq are untrue,2138,agree,1
ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,2137,agree,1
Boko Haram denies ceasefire claim by Nigeria's government,1588,agree,1
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),805,agree,1
ISIS Beheads American Journalist,1658,agree,1
Dog abandoned at Scotland train station with suitcase,2523,agree,1
Lynch Mob Castrates Alleged Rapist In Rajasthan,830,agree,1
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,2142,agree,1
A Bogus Banksy,1532,agree,1
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1485,agree,1
Nasa questions whether crater in Nicaragua caused by meteorite,885,agree,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1020,agree,1
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2386,agree,1
Dog abandoned at Ayr station with belongings in suitcase,2483,agree,1
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2165,agree,1
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1751,agree,1
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2034,agree,1
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",2070,agree,1
Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,1574,agree,1
"Meteorite makes big crater in Nicaragua, government says",221,agree,1
Duped again: Macaulay Culkin is not dead,1752,agree,1
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1022,agree,1
Eyewitness Says Viral Video of Homeless Man Was Staged,2132,agree,1
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1787,agree,1
Heartbroken girl spends week in KFC after getting dumped,2043,agree,1
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',289,agree,1
Isilkulskom student has gained superhero powers after shock,152,agree,1
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1880,agree,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1958,agree,1
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",2337,agree,1
Small Meteorite Hits Managua,1913,agree,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,818,agree,1
Here Are Microsoft's New Robot Security Guards,1837,agree,1
IS militant 'Jihadi John' named as Mohammed Emwazi from London,2349,agree,1
Lynch Mob Castrates Alleged Rapist In Rajasthan,1959,agree,1
Axl Rose Dead? Fans Freak Out Over Death Rumors,1161,agree,1
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,1610,agree,1
State House time capsule from 1795 unearthed,88,agree,1
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",1642,agree,1
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",588,agree,1
CPWD official sacked for absence from duty for 25 years,1318,agree,1
Homeland Security: No ISIL fighters on U.S. border,1376,agree,1
"Boko Haram agrees to ceasefire, release of school girls",922,agree,1
Weather Channel’s Mike Seidel was not caught with his pants down,2034,agree,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2341,agree,1
Saudi cleric condemns snowmen as anti-Islamic,417,agree,1
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,148,agree,1
James Foley remembered as 'brave and tireless' journalist,2386,agree,1
